379,1,1452.41,726.98,86.79,260.54,1,-1,-1,-1
379,2,1540.66,690.20,96.60,239.95,1,-1,-1,-1
379,3,1334.41,652.05,87.92,232.20,1,-1,-1,-1
379,4,1374.52,572.41,45.45,103.94,1,-1,-1,-1
379,5,1559.35,571.40,37.59,103.27,1,-1,-1,-1
379,6,1454.04,576.80,40.31,96.50,1,-1,-1,-1
379,7,1552.44,679.04,94.62,233.51,1,-1,-1,-1
379,8,1529.42,566.00,35.34,97.87,1,-1,-1,-1
379,9,1711.66,605.82,48.82,150.19,1,-1,-1,-1
379,10,1510.69,571.05,37.73,98.56,1,-1,-1,-1
379,11,1575.65,564.66,37.42,104.60,1,-1,-1,-1
379,12,1410.22,582.20,36.23,97.23,1,-1,-1,-1
379,13,1355.75,539.32,22.21,63.51,1,-1,-1,-1
379,14,1372.66,537.68,22.18,64.78,1,-1,-1,-1
379,15,1494.23,573.10,30.16,93.81,1,-1,-1,-1
379,16,1719.85,606.81,48.46,144.75,1,-1,-1,-1
379,18,1289.00,642.94,69.53,218.37,1,-1,-1,-1
380,1,1451.34,726.30,88.90,264.60,1,-1,-1,-1
380,2,1532.62,690.18,88.41,244.00,1,-1,-1,-1
380,3,1328.40,649.37,87.13,233.54,1,-1,-1,-1
380,4,1371.55,569.38,46.02,105.29,1,-1,-1,-1
380,5,1559.26,570.04,37.74,103.29,1,-1,-1,-1
380,6,1451.35,574.44,40.32,95.88,1,-1,-1,-1
380,7,1553.80,679.39,89.15,224.64,1,-1,-1,-1
380,8,1528.61,564.64,36.95,99.22,1,-1,-1,-1
380,9,1711.71,609.44,46.11,141.91,1,-1,-1,-1
380,10,1509.06,568.37,38.27,101.22,1,-1,-1,-1
380,11,1576.22,563.94,36.19,103.33,1,-1,-1,-1
380,12,1407.66,579.85,35.85,97.86,1,-1,-1,-1
380,13,1353.64,537.35,22.44,63.42,1,-1,-1,-1
380,14,1370.92,536.60,22.26,64.82,1,-1,-1,-1
380,15,1492.89,571.06,30.09,94.51,1,-1,-1,-1
380,16,1727.62,605.53,46.34,143.76,1,-1,-1,-1
380,18,1285.02,643.59,69.21,218.36,1,-1,-1,-1
381,1,1449.23,727.64,87.75,269.99,1,-1,-1,-1
381,2,1527.74,690.51,81.92,247.05,1,-1,-1,-1
381,3,1323.49,648.99,85.43,235.23,1,-1,-1,-1
381,4,1373.98,566.66,44.41,105.97,1,-1,-1,-1
381,5,1557.23,569.01,36.49,103.29,1,-1,-1,-1
381,6,1450.17,572.06,39.95,93.87,1,-1,-1,-1
381,7,1547.79,677.39,82.59,229.74,1,-1,-1,-1
381,8,1526.94,562.61,37.62,100.57,1,-1,-1,-1
381,9,1713.72,609.53,47.31,143.02,1,-1,-1,-1
381,10,1507.89,566.00,37.91,100.59,1,-1,-1,-1
381,11,1574.90,561.94,36.19,105.93,1,-1,-1,-1
381,12,1406.86,578.79,34.70,93.90,1,-1,-1,-1
381,13,1351.23,534.31,23.20,66.02,1,-1,-1,-1
381,14,1367.73,533.61,22.64,65.47,1,-1,-1,-1
381,15,1491.75,570.34,29.68,93.21,1,-1,-1,-1
381,16,1729.47,607.70,45.80,142.12,1,-1,-1,-1
381,18,1278.90,643.27,70.67,220.03,1,-1,-1,-1
381,22,1776.74,596.36,45.51,141.40,1,-1,-1,-1
382,1,1447.49,733.03,88.52,268.68,1,-1,-1,-1
382,2,1522.61,693.88,81.35,248.41,1,-1,-1,-1
382,3,1319.62,648.34,81.71,236.59,1,-1,-1,-1
382,4,1371.35,565.98,43.74,105.98,1,-1,-1,-1
382,5,1555.44,567.36,37.33,104.61,1,-1,-1,-1
382,6,1445.08,571.71,42.13,97.14,1,-1,-1,-1
382,7,1541.51,678.69,78.84,237.79,1,-1,-1,-1
382,8,1524.04,561.60,38.06,102.59,1,-1,-1,-1
382,9,1712.03,609.23,45.61,137.48,1,-1,-1,-1
382,10,1506.45,565.64,38.09,101.91,1,-1,-1,-1
382,11,1573.86,560.60,35.57,105.34,1,-1,-1,-1
382,12,1403.31,576.15,36.48,96.43,1,-1,-1,-1
382,13,1348.78,534.23,24.05,68.11,1,-1,-1,-1
382,14,1365.22,532.57,22.91,67.45,1,-1,-1,-1
382,15,1490.35,570.36,29.78,93.82,1,-1,-1,-1
382,16,1729.76,604.95,47.88,147.58,1,-1,-1,-1
382,18,1272.01,645.27,74.99,218.73,1,-1,-1,-1
382,22,1777.08,596.33,45.02,144.09,1,-1,-1,-1
383,1,1443.57,733.73,90.96,272.69,1,-1,-1,-1
383,2,1517.85,695.92,82.74,248.42,1,-1,-1,-1
383,3,1314.14,647.32,70.64,220.51,1,-1,-1,-1
383,4,1369.38,564.63,42.96,105.32,1,-1,-1,-1
383,5,1554.11,567.66,37.28,103.30,1,-1,-1,-1
383,6,1438.18,566.73,45.16,103.16,1,-1,-1,-1
383,7,1536.97,677.72,76.94,237.65,1,-1,-1,-1
383,8,1522.82,560.25,37.74,101.97,1,-1,-1,-1
383,9,1719.04,600.60,46.68,136.92,1,-1,-1,-1
